timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1621023395863,508,HTTP Request,200,OK,Users 1-1,text,true,,367,155,176,176,http://localhost:5555/?token=467439066&user=1964658736&conf=3,508,0,2
1621023395878,493,HTTP Request,200,OK,Users 1-2,text,true,,367,155,176,176,http://localhost:5555/?token=467439066&user=1964658736&conf=3,493,0,1
1621023395898,474,HTTP Request,200,OK,Users 1-3,text,true,,367,155,174,174,http://localhost:5555/?token=467439066&user=1964658736&conf=3,474,0,0
1621023395919,453,HTTP Request,200,OK,Users 1-4,text,true,,367,155,174,174,http://localhost:5555/?token=467439066&user=1964658736&conf=3,453,0,1
1621023395939,585,HTTP Request,200,OK,Users 1-5,text,true,,367,155,180,180,http://localhost:5555/?token=467439066&user=1964658736&conf=3,585,0,0
1621023395960,564,HTTP Request,200,OK,Users 1-6,text,true,,367,155,180,180,http://localhost:5555/?token=467439066&user=1964658736&conf=3,564,0,0
1621023395978,547,HTTP Request,200,OK,Users 1-7,text,true,,367,155,178,178,http://localhost:5555/?token=467439066&user=1964658736&conf=3,547,0,1
1621023395998,527,HTTP Request,200,OK,Users 1-8,text,true,,367,155,178,178,http://localhost:5555/?token=467439066&user=1964658736&conf=3,527,0,0
1621023396021,504,HTTP Request,200,OK,Users 1-9,text,true,,367,155,178,178,http://localhost:5555/?token=467439066&user=1964658736&conf=3,504,0,0
1621023396039,487,HTTP Request,200,OK,Users 1-10,text,true,,367,155,177,177,http://localhost:5555/?token=467439066&user=1964658736&conf=3,487,0,1
1621023396059,546,HTTP Request,200,OK,Users 1-11,text,true,,367,155,178,178,http://localhost:5555/?token=467439066&user=1964658736&conf=3,546,0,1
1621023396079,526,HTTP Request,200,OK,Users 1-12,text,true,,367,155,178,178,http://localhost:5555/?token=467439066&user=1964658736&conf=3,526,0,1
1621023396098,507,HTTP Request,200,OK,Users 1-13,text,true,,367,155,178,178,http://localhost:5555/?token=467439066&user=1964658736&conf=3,507,0,1
1621023396118,487,HTTP Request,200,OK,Users 1-14,text,true,,367,155,178,178,http://localhost:5555/?token=467439066&user=1964658736&conf=3,487,0,1
1621023396138,467,HTTP Request,200,OK,Users 1-15,text,true,,367,155,177,177,http://localhost:5555/?token=467439066&user=1964658736&conf=3,467,0,0
1621023396160,464,HTTP Request,200,OK,Users 1-16,text,true,,367,155,174,174,http://localhost:5555/?token=467439066&user=1964658736&conf=3,464,0,0
1621023396198,466,HTTP Request,200,OK,Users 1-18,text,true,,367,155,175,175,http://localhost:5555/?token=467439066&user=1964658736&conf=3,466,0,1
1621023396178,486,HTTP Request,200,OK,Users 1-17,text,true,,367,155,175,175,http://localhost:5555/?token=467439066&user=1964658736&conf=3,486,0,1
1621023396217,494,HTTP Request,200,OK,Users 1-19,text,true,,367,155,175,175,http://localhost:5555/?token=467439066&user=1964658736&conf=3,494,0,0
1621023396239,476,HTTP Request,200,OK,Users 1-20,text,true,,367,155,174,174,http://localhost:5555/?token=467439066&user=1964658736&conf=3,476,0,0
1621023396259,550,HTTP Request,200,OK,Users 1-21,text,true,,367,155,178,178,http://localhost:5555/?token=467439066&user=1964658736&conf=3,550,0,0
1621023396278,670,HTTP Request,200,OK,Users 1-22,text,true,,367,155,184,184,http://localhost:5555/?token=467439066&user=1964658736&conf=3,670,0,0
1621023396317,638,HTTP Request,200,OK,Users 1-24,text,true,,367,155,183,183,http://localhost:5555/?token=467439066&user=1964658736&conf=3,638,0,0
1621023396298,660,HTTP Request,200,OK,Users 1-23,text,true,,367,155,183,183,http://localhost:5555/?token=467439066&user=1964658736&conf=3,660,0,0
1621023396337,622,HTTP Request,200,OK,Users 1-25,text,true,,367,155,182,182,http://localhost:5555/?token=467439066&user=1964658736&conf=3,622,0,1
1621023396358,604,HTTP Request,200,OK,Users 1-26,text,true,,367,155,181,181,http://localhost:5555/?token=467439066&user=1964658736&conf=3,604,0,0
1621023396378,658,HTTP Request,200,OK,Users 1-27,text,true,,367,155,183,183,http://localhost:5555/?token=467439066&user=1964658736&conf=3,658,0,0
